id,passwd,Belong,name,age,gender,aim
3002556,v123456,V,王玉珍,64,male,海洋环境保护教育推广
3002557,v123456,V,黄淑英,41,female,海洋热含量研究
3002558,v123456,V,韦红梅,49,male,海洋公园管理
3002559,v123456,V,李东,39,male,海洋环境预报
3002560,v123456,V,苏静,52,male,海洋资源保护与管理
3002561,v123456,V,周金凤,47,male,海洋酸化研究
3002562,v123456,V,林柳,61,female,海洋环境教育活动设计
3002563,v123456,V,刘浩,31,male,海洋观测数据整合
3002564,v123456,V,傅桂香,41,female,海啸预警系统
3002565,v123456,V,缪洋,70,male,海洋资源开发与利用
3002566,v123456,V,孙冬梅,49,female,航运路线优化
3002567,v123456,V,陈雪梅,58,female,海洋环境保护技术开发
3002568,v123456,V,谭玉,39,male,海洋资源开发规划
3002569,v123456,V,王欣,64,female,海洋生物多样性保护措施
3002570,v123456,V,吴文,36,male,海洋环境监测数据分析
3002571,v123456,V,胡强,45,male,海洋生态系统管理政策
3002572,v123456,V,常楠,46,male,海洋环境保护技术开发
3002573,v123456,V,姜宁,38,male,沿海社区规划
3002574,v123456,V,李玉珍,49,female,海洋环境教育
3002575,v123456,V,周阳,41,female,海岸线变化监测
3002576,v123456,V,刘秀芳,42,female,海洋环境保护措施研究
3002577,v123456,V,杜建,39,male,环境影响评估
3002578,v123456,V,刘霞,27,male,海洋生态系统模型开发
3002579,v123456,V,赵杨,53,male,海洋科学技术创新
3002580,v123456,V,张凤英,46,male,地震与海啸研究
3002581,v123456,V,王桂珍,33,female,海洋气候变化影响研究
3002582,v123456,V,黄建军,56,male,风暴潮风险评估
3002583,v123456,V,周建军,50,female,深海矿产资源评估
3002584,v123456,V,何飞,47,male,海洋科学技术研究成果推广
3002585,v123456,V,孔秀华,49,male,海岸带管理
3002586,v123456,V,杜鹏,60,female,海洋碳封存研究
3002587,v123456,V,魏玉,26,female,船舶设计优化
3002588,v123456,V,彭玉梅,44,male,海洋环境健康研究
3002589,v123456,V,刘宁,69,female,海洋工程技术研究
3002590,v123456,V,戴杨,22,male,冰盖研究
3002591,v123456,V,孙超,34,male,冰川融化研究
3002592,v123456,V,蒙兵,46,male,热带气旋研究
3002593,v123456,V,刘海燕,59,female,海洋资源开发技术创新
3002594,v123456,V,王琳,34,male,海洋科学技术成果应用
3002595,v123456,V,张林,67,female,海洋资源探测
3002596,v123456,V,王丽丽,37,female,海洋资源保护与开发政策
3002597,v123456,V,张畅,40,female,海洋生态系统服务功能研究
3002598,v123456,V,唐阳,56,male,海洋资源保护政策制定
3002599,v123456,V,张秀云,66,female,海洋观测技术开发
3002600,v123456,V,廖琴,21,male,海洋环境保护教育
3002601,v123456,V,郑晨,64,male,卫星遥感数据验证
3002602,v123456,V,樊芳,20,female,海岸带管理
3002603,v123456,V,王兵,61,female,海洋环境风险管理
3002604,v123456,V,王瑜,34,female,沿海湿地保护
3002605,v123456,V,张兵,63,male,海洋生物资源利用管理
3002606,v123456,V,班健,44,female,海洋环境教育
3002607,v123456,V,邹宁,69,female,海洋资源开发规划
3002608,v123456,V,鞠春梅,25,female,深海矿产资源评估
3002609,v123456,V,杨娜,42,male,海洋气候预测
3002610,v123456,V,胡玉华,28,female,海洋沉积物研究
3002611,v123456,V,顾鹏,23,male,海洋生态系统模型优化
3002612,v123456,V,徐红梅,38,male,海洋环境教育
3002613,v123456,V,崔秀荣,27,female,海洋气候变化影响分析
3002614,v123456,V,张丽丽,46,male,海洋生态系统服务功能评估
3002615,v123456,V,张雷,45,female,冰盖研究
3002616,v123456,V,王雪梅,31,female,船舶设计优化
3002617,v123456,V,陶磊,30,female,海洋生态环境管理措施
3002618,v123456,V,吴瑞,67,male,海洋科学会议与合作
3002619,v123456,V,曹荣,18,male,海洋生态系统模型优化
3002620,v123456,V,黄浩,36,female,海洋灾害应急预案制定
3002621,v123456,V,张雪梅,31,male,海洋数据共享平台开发
3002622,v123456,V,韦琴,23,female,海洋环境保护技术推广
3002623,v123456,V,康宁,68,female,海洋生物资源监测
3002624,v123456,V,张浩,62,female,海洋水文气象研究
3002625,v123456,V,刘辉,58,male,海洋垃圾监测
3002626,v123456,V,马桂兰,40,male,全球水循环研究
3002627,v123456,V,曾静,62,male,海洋生态系统服务评估
3002628,v123456,V,苗玉兰,47,female,海洋环境教育资源开发
3002629,v123456,V,郭海燕,52,female,海洋环境监测数据处理
3002630,v123456,V,张秀英,33,male,海洋生态系统服务功能研究
3002631,v123456,V,陈淑珍,58,male,海洋资源管理政策研究
3002632,v123456,V,赵冬梅,46,female,海洋资源利用效率提升
3002633,v123456,V,李柳,55,female,海洋环境预报
3002634,v123456,V,王斌,36,male,海洋环境监测数据共享平台
3002635,v123456,V,蔡建,64,female,海洋教育与培训
3002636,v123456,V,李建华,56,female,海洋环境监测数据共享平台
3002637,v123456,V,郑建平,18,female,海洋生物资源评估
3002638,v123456,V,赵桂花,65,male,海洋生物资源利用管理
3002639,v123456,V,李婷,33,male,海洋生物资源保护与管理
3002640,v123456,V,陈丽娟,57,male,海洋生物多样性保护政策
3002641,v123456,V,刘磊,69,male,海洋生物多样性监测
3002642,v123456,V,王桂英,20,male,海洋环境保护政策建议
3002643,v123456,V,田洋,53,male,海洋科学技术推广
3002644,v123456,V,张玉华,69,male,海洋沉积物研究
3002645,v123456,V,翁婷婷,69,female,海洋资源开发利用技术
3002646,v123456,V,闻璐,27,male,海洋生态修复
3002647,v123456,V,赵云,38,female,海洋沉积物研究
3002648,v123456,V,张玲,36,male,海洋资源保护管理措施
3002649,v123456,V,杨桂花,54,male,海洋气候变化适应策略研究
3002650,v123456,V,杨琴,24,male,海洋生态系统服务功能评估
3002651,v123456,V,安建平,40,female,深海矿产资源评估
3002652,v123456,V,王玉珍,54,female,沿海防护工程设计
3002653,v123456,V,宋兵,30,male,海洋风暴研究
3002654,v123456,V,杨金凤,19,female,海洋生物栖息地研究
3002655,v123456,V,胡霞,47,male,气候变化研究
3002656,v123456,V,罗瑞,37,male,海洋酸化对生态系统影响研究
3002657,v123456,V,周桂荣,63,male,海洋环境教育项目推广
3002658,v123456,V,李利,47,male,海洋资源开发与保护
3002659,v123456,V,潘瑜,67,female,地震与海啸研究
3002660,v123456,V,段建国,56,male,海洋生物多样性监测技术
3002661,v123456,V,胡凤兰,45,male,海洋科学传播
3002662,v123456,V,韦兵,25,male,船舶设计优化
3002663,v123456,V,吴佳,43,male,海洋水质监测
3002664,v123456,V,李玉,26,female,海洋生态环境评估
3002665,v123456,V,张彬,34,male,海洋酸化研究
3002666,v123456,V,梁玉华,34,female,海洋资源保护与开发政策
3002667,v123456,V,唐芳,46,female,海洋生物资源保护与管理
3002668,v123456,V,郭琳,45,male,海洋生态环境监测技术
3002669,v123456,V,余建军,63,male,海洋环境教育资源推广
3002670,v123456,V,冯岩,40,female,海洋碳吸收研究
3002671,v123456,V,郑玉英,38,female,海洋环境保护技术推广
3002672,v123456,V,徐兰英,61,male,海洋数据可视化
3002673,v123456,V,王颖,51,male,海洋沉积物研究
3002674,v123456,V,耿凤兰,20,male,海洋文化遗产保护
3002675,v123456,V,黄桂兰,53,male,海洋科学传播
3002676,v123456,V,向雪,19,female,海洋地理信息系统开发
3002677,v123456,V,李雪,40,male,海洋资源保护政策制定
3002678,v123456,V,曾柳,36,female,冰盖研究
3002679,v123456,V,张飞,31,female,海洋资源探测
3002680,v123456,V,张桂花,34,male,海洋科学技术合作项目
3002681,v123456,V,韦阳,27,male,海洋资源开发规划
3002682,v123456,V,李桂芳,49,male,海岸带生态恢复
3002683,v123456,V,曹金凤,33,female,海洋资源开发技术研究
3002684,v123456,V,郑荣,67,male,海洋生物资源利用管理
3002685,v123456,V,黄霞,24,female,海洋生态系统服务功能研究
3002686,v123456,V,杜龙,35,male,海洋酸化对生态系统影响研究
3002687,v123456,V,史刚,64,male,海洋环境保护教育推广
3002688,v123456,V,高鑫,53,male,海洋生物多样性监测技术
3002689,v123456,V,冯畅,25,male,海洋资源管理
3002690,v123456,V,李桂芳,51,male,海洋碳循环研究
3002691,v123456,V,姚欢,28,male,海洋环境教育资源推广
3002692,v123456,V,周瑞,48,female,海啸预警系统
3002693,v123456,V,张秀荣,42,female,海洋资源保护措施研究
3002694,v123456,V,王海燕,35,male,海洋观测数据共享
3002695,v123456,V,林娟,55,female,海洋环境预报
3002696,v123456,V,夏秀云,48,male,海洋环境教育活动
3002697,v123456,V,林春梅,33,male,海洋环境教育资源推广
3002698,v123456,V,黄秀梅,45,female,海洋生物资源监测
3002699,v123456,V,魏建华,42,male,海洋热含量研究
3002700,v123456,V,李雪,39,female,船舶设计优化
3002701,v123456,V,姜旭,31,male,海洋环境管理政策研究
3002702,v123456,V,马萍,60,male,海洋环境教育项目推广
3002703,v123456,V,张建华,70,female,海洋生态系统服务评估方法
3002704,v123456,V,张桂芝,28,female,渔业管理
3002705,v123456,V,王桂兰,69,female,气候变化研究
3002706,v123456,V,韦瑞,57,female,海洋环境保护科技推广
3002707,v123456,V,贺刚,59,male,海洋环境保护科技成果转化
3002708,v123456,V,王柳,48,male,海洋环境教育资源推广
3002709,v123456,V,刘敏,30,male,海洋经济研究
3002710,v123456,V,关淑兰,37,male,海洋碳循环模型开发
3002711,v123456,V,马明,58,female,海洋数据可视化
3002712,v123456,V,王淑华,34,male,卫星遥感数据验证
3002713,v123456,V,周玉华,55,female,海洋资源探测
3002714,v123456,V,邵浩,35,male,海洋资源保护政策建议
3002715,v123456,V,王瑜,69,female,海洋生态系统保护措施
3002716,v123456,V,蒋俊,47,female,海洋水文气象研究
3002717,v123456,V,张旭,48,male,航道疏浚计划
3002718,v123456,V,卜强,37,female,海洋资源勘探与开发
3002719,v123456,V,黄兰英,51,male,海洋灾害管理
3002720,v123456,V,黄敏,54,male,海洋环境风险评估
3002721,v123456,V,简瑞,69,female,海洋垃圾监测
3002722,v123456,V,余健,65,female,海岸带生态恢复
3002723,v123456,V,王丹丹,19,female,海洋数据同化
3002724,v123456,V,张秀芳,61,male,海洋环境教育活动
3002725,v123456,V,黄静,23,female,海洋观测网络建设
3002726,v123456,V,张玉英,61,female,全球水循环研究
3002727,v123456,V,范倩,30,female,海洋观测技术标准制定
3002728,v123456,V,甘岩,67,male,海洋资源利用效率研究
3002729,v123456,V,贺建华,70,male,海洋水文气象研究
3002730,v123456,V,刘凯,36,female,海洋生态环境管理
3002731,v123456,V,张超,32,female,海洋风能开发
3002732,v123456,V,云畅,34,female,海洋环境保护教育推广
3002733,v123456,V,潘玉梅,48,female,海洋环境教育资源开发
3002734,v123456,V,李洁,48,male,海洋生物资源评估
3002735,v123456,V,赖萍,55,female,海洋地理信息系统开发
3002736,v123456,V,宋霞,31,male,海洋生态系统服务功能保护
3002737,v123456,V,周琴,27,male,海洋工程教育
3002738,v123456,V,沈瑜,66,male,海洋碳吸收研究
3002739,v123456,V,叶帅,52,female,海洋环境教育项目
3002740,v123456,V,李婷婷,69,male,洪水风险预测
3002741,v123456,V,裴宁,48,male,海洋资源开发与保护
3002742,v123456,V,周建华,31,female,海洋环境教育项目推广
3002743,v123456,V,秦颖,68,male,海洋生物资源评估
3002744,v123456,V,石燕,24,male,海洋环境保护政策建议
3002745,v123456,V,黎华,30,male,海洋观测技术开发
3002746,v123456,V,任玉华,50,male,气候模型验证
3002747,v123456,V,王玉华,47,female,海洋环境监测数据共享平台
3002748,v123456,V,唐波,70,male,海洋环境监测设备开发
3002749,v123456,V,张坤,24,male,港口运营优化
3002750,v123456,V,袁红梅,44,female,地球系统科学研究
3002751,v123456,V,张敏,26,female,气候模型验证
3002752,v123456,V,许想,35,male,海岸带管理
3002753,v123456,V,陈秀华,60,female,海洋环境保护措施研究
3002754,v123456,V,陈帆,59,female,海洋科学技术合作项目
3002755,v123456,V,陆玉梅,64,female,海洋环境监测数据共享平台
3002756,v123456,V,徐玉珍,52,male,海洋生物资源监测
3002757,v123456,V,刘倩,68,female,海洋环境监测数据共享平台
3002758,v123456,V,吴璐,59,female,海洋资源开发技术研究
3002759,v123456,V,王坤,55,male,海洋资源保护政策建议
3002760,v123456,V,胡伟,30,male,海洋风暴研究
3002761,v123456,V,刘伟,37,female,海洋生态系统服务功能评估
3002762,v123456,V,王柳,61,female,海洋气象预报模型开发
3002763,v123456,V,孙文,42,female,深海矿产资源评估
3002764,v123456,V,杨杰,50,male,海洋环境教育活动设计
3002765,v123456,V,冯桂花,37,female,海洋生物多样性监测
3002766,v123456,V,尹鹏,65,male,海洋环境监测技术标准
3002767,v123456,V,乔婷,30,female,海洋环境监测数据处理技术
3002768,v123456,V,曹龙,61,male,冰盖研究
3002769,v123456,V,任明,48,male,海洋环境监测技术标准
3002770,v123456,V,崔秀英,67,male,海洋研究设备开发
3002771,v123456,V,张鑫,41,male,海洋资源保护与开发政策
3002772,v123456,V,叶晶,27,female,海洋资源利用效率提升
3002773,v123456,V,罗涛,42,male,海洋资源保护管理措施
3002774,v123456,V,周平,49,male,海洋环境保护政策实施
3002775,v123456,V,张强,44,male,海洋温度变化研究
3002776,v123456,V,方博,53,female,海洋旅游业发展
3002777,v123456,V,刘鑫,37,male,海洋地理信息系统开发
3002778,v123456,V,张琴,65,female,海洋生态系统服务功能评估
3002779,v123456,V,张玉珍,63,male,海洋污染监测
3002780,v123456,V,王建平,63,female,海洋工程技术研究
3002781,v123456,V,朱杨,68,female,海洋科学技术合作项目
3002782,v123456,V,周桂珍,27,female,地球系统科学研究
3002783,v123456,V,张瑞,39,male,海洋资源开发利用技术
3002784,v123456,V,夏丽,41,female,海洋教育资源开发
3002785,v123456,V,王桂英,60,female,海洋生物迁徙研究
3002786,v123456,V,唐桂芳,57,female,海洋生物栖息地恢复
3002787,v123456,V,陆娟,56,male,海洋资源开发技术研究
3002788,v123456,V,张荣,35,female,深海矿产资源评估
3002789,v123456,V,李玉兰,61,female,海洋环境监测数据共享平台
3002790,v123456,V,杨桂花,61,male,海洋碳循环模型开发
3002791,v123456,V,吴玉英,61,female,海洋生态环境保护政策评估
3002792,v123456,V,冯洁,64,male,海洋沉积物研究
3002793,v123456,V,李秀云,22,male,海洋环境监测数据处理技术
3002794,v123456,V,崔楠,70,male,海洋环境教育活动
3002795,v123456,V,赵秀梅,30,male,沿海土地利用规划
3002796,v123456,V,张佳,24,male,海洋资源保护与管理
3002797,v123456,V,张霞,34,female,海洋环境保护技术研究
3002798,v123456,V,梁玉,38,male,海洋生态系统模型开发
3002799,v123456,V,贾彬,48,male,海洋生物资源保护
3002800,v123456,V,陆淑华,24,female,海洋生态系统模型优化
3002801,v123456,V,张海燕,20,male,海洋生态系统模型优化
3002802,v123456,V,詹桂珍,59,male,海洋资源保护管理措施
3002803,v123456,V,冯玉,32,male,海洋资源管理
3002804,v123456,V,梁桂芳,43,female,海啸预警系统
3002805,v123456,V,方志强,18,female,海洋资源利用效率研究
3002806,v123456,V,王秀荣,30,female,海洋旅游业发展
3002807,v123456,V,黄凤英,24,male,海洋污染物扩散研究
3002808,v123456,V,江婷,22,female,沿海土地利用规划
3002809,v123456,V,吴凤兰,69,male,海洋生态系统健康评估
3002810,v123456,V,梁玉,52,male,海洋环境监测数据处理
3002811,v123456,V,李洋,61,male,海洋环境教育活动
3002812,v123456,V,张冬梅,64,male,海洋环境保护政策建议
3002813,v123456,V,王鹏,70,female,海洋气象研究
3002814,v123456,V,刘成,18,female,沿海湿地保护
3002815,v123456,V,杨凤英,37,female,海洋生态系统管理措施
3002816,v123456,V,陈秀荣,32,male,海洋生物栖息地研究
3002817,v123456,V,张丽丽,60,female,海洋气象预报模型开发
3002818,v123456,V,彭利,66,female,海岸侵蚀评估
3002819,v123456,V,马秀梅,56,female,海洋数据同化
3002820,v123456,V,张秀华,36,male,洪水风险预测
3002821,v123456,V,陈婷婷,60,female,海洋环境监测网络建设
3002822,v123456,V,季建平,23,male,海洋生物多样性保护措施
3002823,v123456,V,陈敏,52,female,海洋能量研究
3002824,v123456,V,林春梅,37,male,海洋环境监测数据分析方法
3002825,v123456,V,夏莉,21,female,海洋环境教育
3002826,v123456,V,李秀芳,51,male,海洋工程技术研究
3002827,v123456,V,徐辉,18,male,海洋环境监测数据共享平台
3002828,v123456,V,靳玉兰,70,male,海洋环境保护科技成果转化
3002829,v123456,V,李超,44,female,海洋环境监测技术创新
3002830,v123456,V,严荣,50,male,港口规划
3002831,v123456,V,傅桂花,59,male,海洋气候变化影响分析
3002832,v123456,V,李佳,30,female,海洋环境保护政策建议
3002833,v123456,V,柏兰英,49,female,海洋工程教育
3002834,v123456,V,姚建平,42,male,海洋资源开发利用技术
3002835,v123456,V,陈海燕,63,male,水下考古研究
3002836,v123456,V,赵桂花,42,male,海洋资源开发规划
3002837,v123456,V,刘宁,52,female,海洋资源可持续利用研究
3002838,v123456,V,李建,66,male,海洋健康指数研究
3002839,v123456,V,秦丽,49,female,海洋能量研究
3002840,v123456,V,朱楠,32,female,海洋生态环境管理
3002841,v123456,V,叶旭,54,male,海洋健康指数研究
3002842,v123456,V,邢辉,65,female,海洋环境教育
3002843,v123456,V,季丽华,62,male,航道疏浚计划
3002844,v123456,V,逯华,57,female,海洋资源开发与保护
3002845,v123456,V,周建国,38,male,海洋环境保护政策评估
3002846,v123456,V,宋超,45,female,海洋资源利用效率提升
3002847,v123456,V,刘淑珍,19,male,海洋环境监测数据分析
3002848,v123456,V,孙峰,46,female,海洋环境保护政策评估
3002849,v123456,V,茹东,31,female,海洋科学技术合作
3002850,v123456,V,张玉华,49,male,海洋环境监测网络建设
3002851,v123456,V,王玲,42,male,海洋生态系统健康评估
3002852,v123456,V,张桂荣,26,male,海洋环境风险管理
3002853,v123456,V,彭晶,23,male,海洋环境保护技术开发
3002854,v123456,V,王洋,56,male,海洋灾害保险评估
3002855,v123456,V,陆梅,63,female,卫星遥感数据验证
3002856,v123456,V,冯宇,45,female,海洋气候变化影响评估
3002857,v123456,V,韩淑兰,69,male,海洋生物资源评估
3002858,v123456,V,张丹丹,33,female,海洋环境教育活动推广
3002859,v123456,V,徐玉兰,40,male,海洋科学会议与合作
3002860,v123456,V,王红,29,female,海洋教育计划开发
3002861,v123456,V,马凤兰,59,male,海洋观测数据共享
3002862,v123456,V,陈博,40,male,海洋碳吸收研究
3002863,v123456,V,李建,31,male,热带气旋研究
3002864,v123456,V,熊波,27,female,卫星遥感数据验证
3002865,v123456,V,孙东,32,female,海岸线变化监测
3002866,v123456,V,杨萍,43,female,海洋科学技术推广
3002867,v123456,V,张丽,57,female,海洋生态环境保护政策评估
3002868,v123456,V,张红,50,female,海洋风暴研究
3002869,v123456,V,董桂英,24,female,海洋生态环境保护技术
3002870,v123456,V,文秀荣,38,female,海洋资源管理政策研究
3002871,v123456,V,李秀华,39,female,海洋生态环境评估
3002872,v123456,V,秦玉珍,60,male,海洋资源开发政策研究
3002873,v123456,V,孟宇,37,female,海洋教育资源开发
3002874,v123456,V,许柳,33,female,海洋经济研究
3002875,v123456,V,张红,34,female,海洋生物多样性保护
3002876,v123456,V,曲龙,54,female,海洋气候变化影响评估
3002877,v123456,V,彭秀华,52,female,海洋生物多样性监测
3002878,v123456,V,马秀兰,27,male,海洋酸化研究
3002879,v123456,V,张婷,51,male,海洋气象研究
3002880,v123456,V,蒋秀梅,24,female,气候模型验证
3002881,v123456,V,毛春梅,28,female,海洋水质监测
3002882,v123456,V,吴亮,42,male,海洋热含量研究
3002883,v123456,V,梁芳,29,male,海洋垃圾监测
3002884,v123456,V,申杰,67,female,渔业管理
3002885,v123456,V,庄娜,25,female,海洋环境法研究
3002886,v123456,V,郭东,44,female,海洋环境预报
3002887,v123456,V,陈东,25,male,海洋数据共享平台开发
3002888,v123456,V,刘华,44,male,海洋资源保护与开发政策
3002889,v123456,V,潘华,69,female,海洋水质监测
3002890,v123456,V,罗慧,32,female,海洋风暴研究
3002891,v123456,V,孟华,27,male,海洋碳吸收研究
3002892,v123456,V,吴秀荣,60,male,海洋生态系统管理措施
3002893,v123456,V,周帅,54,female,海洋科研船计划
3002894,v123456,V,邓波,47,female,海洋环境监测数据分析方法
3002895,v123456,V,徐桂英,22,female,海洋观测数据整合
3002896,v123456,V,傅秀华,66,female,海洋酸化研究
3002897,v123456,V,孟波,69,female,海洋生物资源保护与管理
3002898,v123456,V,韩璐,41,male,海洋污染物扩散研究
3002899,v123456,V,王淑兰,64,male,海洋酸化研究
3002900,v123456,V,胡瑜,65,male,沿海土地利用规划
3002901,v123456,V,周萍,40,female,地球系统科学研究
3002902,v123456,V,王岩,39,male,冰川融化研究
3002903,v123456,V,石建平,38,female,海洋碳循环研究
3002904,v123456,V,曾凤兰,46,male,海洋生态环境保护技术
3002905,v123456,V,游文,70,male,海洋资源探测
3002906,v123456,V,郭建军,64,male,海洋环境保护措施研究
3002907,v123456,V,夏丹丹,52,female,深海探测
3002908,v123456,V,张宇,61,female,海洋环境保护政策实施
3002909,v123456,V,沈丹丹,51,female,海洋科研船计划
3002910,v123456,V,陈辉,37,male,海洋资源利用效率研究
3002911,v123456,V,杨淑兰,47,male,气候模型验证
3002912,v123456,V,赵娜,41,male,海洋环境健康研究
3002913,v123456,V,胡霞,47,female,海洋科学技术合作项目
3002914,v123456,V,麦丹,32,male,海洋生物多样性保护政策
3002915,v123456,V,陈秀兰,54,male,海洋生态系统服务功能评估方法
3002916,v123456,V,马琴,35,female,海洋环境教育项目推广
3002917,v123456,V,许健,24,female,海洋公园管理
3002918,v123456,V,罗浩,46,female,沿海土地利用规划
3002919,v123456,V,曹桂芝,69,female,海洋科学技术研究成果推广
3002920,v123456,V,杨淑兰,38,male,深海探测
3002921,v123456,V,苑秀兰,48,male,海洋生态系统服务功能保护
3002922,v123456,V,章玉华,41,male,海洋沉积物研究
3002923,v123456,V,彭磊,41,female,海洋生态系统服务评估
3002924,v123456,V,敖丹,21,female,海洋灾害管理
3002925,v123456,V,阳玉英,56,male,海洋科学会议与合作
3002926,v123456,V,黄丹丹,35,female,全球水循环研究
3002927,v123456,V,周帅,19,female,海洋生态系统服务功能评估
3002928,v123456,V,李兰英,44,female,海洋科学技术合作项目
3002929,v123456,V,李秀芳,47,female,全球水循环研究
3002930,v123456,V,赵刚,19,female,海洋环境教育活动
3002931,v123456,V,侯佳,48,male,海洋生态系统服务功能研究
3002932,v123456,V,张伟,34,male,海洋数据分析与处理
3002933,v123456,V,孙军,68,male,海洋科学技术合作
3002934,v123456,V,韩浩,36,female,海洋水文气象研究
3002935,v123456,V,李磊,50,male,海洋污染监测
3002936,v123456,V,冯建华,34,male,海洋生态系统服务功能保护
3002937,v123456,V,刘玉梅,35,female,海洋生物多样性监测技术
3002938,v123456,V,柏俊,57,male,海洋资源利用效率研究
3002939,v123456,V,陈宁,47,female,海洋教育资源开发
3002940,v123456,V,王静,28,female,海洋生态环境评估
3002941,v123456,V,王琴,42,male,海洋环境保护政策评估
3002942,v123456,V,孟玉英,46,female,海洋污染监测
3002943,v123456,V,鲁淑兰,55,male,海洋生态系统保护政策制定
3002944,v123456,V,任伟,38,male,海洋生态系统保护政策制定
3002945,v123456,V,蒋杨,63,female,海洋气象预报模型开发
3002946,v123456,V,周小红,28,male,海洋生物多样性保护
3002947,v123456,V,姜宇,30,male,海洋科学技术研究成果推广
3002948,v123456,V,张超,64,female,海洋科学技术创新成果
3002949,v123456,V,刘强,21,female,海洋生物多样性保护措施
3002950,v123456,V,李勇,41,female,海洋环境风险评估
3002951,v123456,V,苗兰英,43,male,海洋科学会议与合作
3002952,v123456,V,丁瑜,52,female,海洋生物多样性保护措施
3002953,v123456,V,封彬,58,female,海洋灾害应急预案制定
3002954,v123456,V,赵倩,41,male,海洋生物栖息地研究
3002955,v123456,V,傅春梅,34,female,海洋垃圾监测
3002956,v123456,V,余艳,63,male,海洋环境教育活动设计
3002957,v123456,V,李彬,33,male,海洋灾害应急响应
3002958,v123456,V,徐平,43,male,沿海城市规划
3002959,v123456,V,柴倩,48,female,海洋生态系统管理措施
3002960,v123456,V,高丹,25,male,海洋观测数据共享
3002961,v123456,V,杨兵,70,female,海洋生物资源监测
3002962,v123456,V,李倩,34,male,沿海防护工程设计
3002963,v123456,V,孙洁,58,male,海洋气候变化影响评估
3002964,v123456,V,林晨,35,male,地球系统科学研究
3002965,v123456,V,侯琴,30,female,海洋环境保护政策评估
3002966,v123456,V,陈雪梅,61,female,海洋碳吸收研究
3002967,v123456,V,李梅,45,female,海洋环境监测与评估
3002968,v123456,V,王建华,47,female,海洋环境监测技术创新
3002969,v123456,V,刘丽丽,56,male,海洋生态环境评估
3002970,v123456,V,杜秀华,33,female,海洋水文气象研究
3002971,v123456,V,唐辉,24,male,海洋生物栖息地研究
3002972,v123456,V,林杨,70,female,海洋温度变化研究
3002973,v123456,V,赖军,27,female,海洋环境教育资源开发
3002974,v123456,V,韩勇,19,female,海啸预警系统
3002975,v123456,V,张桂兰,35,male,海洋酸化对生态系统影响研究
3002976,v123456,V,白淑华,52,female,海洋生态环境管理
3002977,v123456,V,黄桂英,20,male,海洋科学技术成果应用
3002978,v123456,V,张倩,64,female,海洋环境保护措施研究
3002979,v123456,V,何柳,32,male,海洋数据共享平台开发
3002980,v123456,V,俞峰,61,male,海洋生态系统管理政策评估
3002981,v123456,V,李秀云,29,female,海洋科学技术研究成果推广
3002982,v123456,V,赵雪梅,62,female,海洋环境监测数据共享平台
3002983,v123456,V,袁伟,52,female,海洋工程技术研究
3002984,v123456,V,沈娟,30,male,海洋碳吸收研究
3002985,v123456,V,黄瑜,40,male,海洋环境教育
3002986,v123456,V,王霞,21,male,海洋资源开发利用技术
3002987,v123456,V,朱玉华,52,male,海洋生态环境管理措施
3002988,v123456,V,马平,54,female,卫星遥感数据验证
3002989,v123456,V,彭琴,43,female,海洋灾害管理
3002990,v123456,V,何雷,23,male,热带气旋研究
3002991,v123456,V,张鹏,30,female,海洋科学技术研究成果推广
3002992,v123456,V,田晶,28,female,海洋生态系统服务评估
3002993,v123456,V,余宇,36,female,海洋生态系统服务功能评估方法
3002994,v123456,V,王淑英,29,female,海洋生物多样性监测技术
3002995,v123456,V,何莹,53,female,海洋工程教育
3002996,v123456,V,廖秀云,21,female,海洋数据同化
3002997,v123456,V,韩颖,20,male,海洋观测数据共享
3002998,v123456,V,危娟,60,male,海洋资源开发技术研究
3002999,v123456,V,楼艳,45,female,海洋生态环境评估
3003000,v123456,V,黄云,23,female,海洋生物资源保护与管理
3003001,v123456,V,李凯,25,female,海洋风暴研究
3003002,v123456,V,李慧,51,male,海洋水质监测
3003003,v123456,V,曲军,30,female,海洋污染物扩散研究
3003004,v123456,V,李红,49,female,海洋沉积物研究
3003005,v123456,V,常雪,26,female,海洋环境监测网络建设
3003006,v123456,V,程丽娟,28,male,海洋环境预报
3003007,v123456,V,傅玉珍,24,male,全球变暖研究
3003008,v123456,V,马畅,69,male,海洋观测网络建设
3003009,v123456,V,马建国,29,female,海洋环境法研究
3003010,v123456,V,孙桂珍,46,female,海洋碳封存研究
3003011,v123456,V,李磊,44,female,海洋工程技术研究
3003012,v123456,V,苏春梅,25,male,海洋生态环境保护政策
3003013,v123456,V,黎刚,69,female,海岸线变化监测
3003014,v123456,V,荆秀梅,39,male,海洋生物栖息地恢复
3003015,v123456,V,周桂兰,68,female,海洋环境保护教育
3003016,v123456,V,蒋坤,31,female,海洋观测数据整合
3003017,v123456,V,陈辉,64,male,海洋资源开发技术推广
3003018,v123456,V,杨刚,24,female,海洋环境风险防范措施
3003019,v123456,V,陆利,47,female,环境影响评估
3003020,v123456,V,王婷,53,female,海洋保护区规划
3003021,v123456,V,刘博,33,male,海洋环境监测数据处理
3003022,v123456,V,余坤,58,female,海洋生态系统服务评估方法
3003023,v123456,V,张桂香,37,female,海洋数据共享平台开发
3003024,v123456,V,许桂英,58,female,海洋能量研究
3003025,v123456,V,许秀英,19,male,海洋观测数据整合
